time,context,like_count,comments_count,hashtags
2019-04-17 23:10:46,"Seeing DisneyNature's Penguins in IMAX! Always a tradition for me to see DisneyNature films at least once opening week to support conservation causes 
#penguins #disneynature #documentary #nature #animals #movies #film #youtuber #smallyoutuber #lgbt #lgbtq #gay #instagay #gaysofinstagram #bi #biboy #biguys #cute #adorable #disney",10,0,"['penguins', 'disneynature', 'documentary', 'nature', 'animals', 'movies', 'film', 'youtuber', 'smallyoutuber', 'lgbt', 'lgbtq', 'gay', 'instagay', 'gaysofinstagram', 'bi', 'biboy', 'biguys', 'cute', 'adorable', 'disney']"
2019-04-17 23:10:12,"Where’s your #tropical #oasis ?? #comment #tropicalpenguinclothing 🏝🐧⠀
.⠀
.⠀
.⠀
.⠀
#donate #charity #foragoodcause #fashionshop #summeroutfit #clothingboutique #clothinglabel #tropicallife #clothingshop #clothingonline #trendy #charitable #shopsmall #shopoholics #summerclothes #savethepenguins #beachclothes #beachlife #beachbum #penguins #clothingbrand #ethicalclothing #sustainableclothing #conservation #shopboutiques",30,0,"['tropical', 'oasis', 'comment', 'tropicalpenguinclothing', 'donate', 'charity', 'foragoodcause', 'fashionshop', 'summeroutfit', 'clothingboutique', 'clothinglabel', 'tropicallife', 'clothingshop', 'clothingonline', 'trendy', 'charitable', 'shopsmall', 'shopoholics', 'summerclothes', 'savethepenguins', 'beachclothes', 'beachlife', 'beachbum', 'penguins', 'clothingbrand', 'ethicalclothing', 'sustainableclothing', 'conservation', 'shopboutiques']"
2019-04-17 23:07:16,"RIP Tampa and Pittsburgh.
.
.
.
Lots of tags today.
.
#nhl #nhlmemes #nhlmeme #hockey #hockeymemes #stanleycupplayoffs #stanleycup #penguins #lightning #mapleleafs #leafs #capitals #capsmemes #islanders #newyorkislanders #pittsburghpenguins #columbusbluejackets #bluejackets #goon",5,0,"['nhl', 'nhlmemes', 'nhlmeme', 'hockey', 'hockeymemes', 'stanleycupplayoffs', 'stanleycup', 'penguins', 'lightning', 'mapleleafs', 'leafs', 'capitals', 'capsmemes', 'islanders', 'newyorkislanders', 'pittsburghpenguins', 'columbusbluejackets', 'bluejackets', 'goon']"
2019-04-17 23:00:57,"Catch you on the flip side! Follow Steve as he comes of age, struggles for survival, and experiences fatherhood. Did we mention Ed Helms is narrating? #DisneynaturePenguins⁣
⁣
⁣
⁣
@disneynature #Penguins #Penguin #Nature #NatureDocumentary #Documentary @edhelms #EdHelms #ShowcaseCinemas #Cute #Animal #Animals #DisneyNature  #ComingSoon #NowPlaying #Popcorn #KidsMovie #Movie #Movies #Photo #PhotoOfTheDay #Watching #MovieTheater #Popcorn",11,0,"['disneynaturepenguins', 'penguins', 'penguin', 'nature', 'naturedocumentary', 'documentary', 'edhelms', 'showcasecinemas', 'cute', 'animal', 'animals', 'disneynature', 'comingsoon', 'nowplaying', 'popcorn', 'kidsmovie', 'movie', 'movies', 'photo', 'photooftheday', 'watching', 'movietheater', 'popcorn']"
2019-04-17 22:59:52,#penguin #penguins #penguinsofantarctica #penguinsofinstagram #antarctica #Antarctica2019 #marathontours #oneoceanexpeditions #thetraveling_trooper #travel #seetheworld #seetheworldwithme #globetrotter #travelmore #keepexploring #exploremore #mybagsarepacked #passportready #livetotravel #wheretonext #wanderlust #snapbridge #nikon #nikond3500,7,0,"['penguin', 'penguins', 'penguinsofantarctica', 'penguinsofinstagram', 'antarctica', 'antarctica2019', 'marathontours', 'oneoceanexpeditions', 'thetraveling_trooper', 'travel', 'seetheworld', 'seetheworldwithme', 'globetrotter', 'travelmore', 'keepexploring', 'exploremore', 'mybagsarepacked', 'passportready', 'livetotravel', 'wheretonext', 'wanderlust', 'snapbridge', 'nikon', 'nikond3500']"
2019-04-17 23:14:25,"DF&A is excited for the premiere of the new PBS series BREAKTHROUGH, narrated by Patrick Stewart. Six episodes, each on a different world-changing invention, including tonight’s Telescope and, on May 8, the Car — hosted by our own @dannyforster. Have a look!

#dannyforster #breakthrough #pbs #innovation #inventions #patrickstewart #sirpatrickstewart #documentary",0,0,"['dannyforster', 'breakthrough', 'pbs', 'innovation', 'inventions', 'patrickstewart', 'sirpatrickstewart', 'documentary']"
2019-04-17 23:12:24,"We're thrilled to have actress @chrissymetz who stars in @breakthroughmovie (opening today) on our April cover! In our exclusive video she shares her very personal connection to Guideposts. You can read Chrissy's inspiring story and how she related to her role as mom Joyce Smith whose prayers helped save her son by clicking the link in our bio! .
.
.
Do you have a personal connection to the magazine? Has Guideposts made a difference in your life? Let us know in the comments below!
.
.
.
#chrissymetz #breakthrough #breakthroughmovie #thisisus #thisisme #inspiringactress #inspiringsinger #truestories #inspiringstories #inspiration #inspiremyinstagram #prayer #faith #hope #nevergiveup  #inspirational #inspiremyinstagram #positivevibes #goodvibes #positivity #positivethinker #powerofpositivethinking #guideposts #guidepostsmagazine",2,0,"['chrissymetz', 'breakthrough', 'breakthroughmovie', 'thisisus', 'thisisme', 'inspiringactress', 'inspiringsinger', 'truestories', 'inspiringstories', 'inspiration', 'inspiremyinstagram', 'prayer', 'faith', 'hope', 'nevergiveup', 'inspirational', 'inspiremyinstagram', 'positivevibes', 'goodvibes', 'positivity', 'positivethinker', 'powerofpositivethinking', 'guideposts', 'guidepostsmagazine']"
2019-04-17 23:11:35,"Spirit
#bonniealder #spirituality #spirit #spiritual #spiritualfreedom #breakthrough #change #freedom #motivation #motivationalquotes #qotd #quotestoliveby #quoteoftheday #truth #mywords #breathe #breatheagain #writersofinstagram #writingcommunity #writing #writer #timeheals #poetry #poetrycommunity",1,0,"['bonniealder', 'spirituality', 'spirit', 'spiritual', 'spiritualfreedom', 'breakthrough', 'change', 'freedom', 'motivation', 'motivationalquotes', 'qotd', 'quotestoliveby', 'quoteoftheday', 'truth', 'mywords', 'breathe', 'breatheagain', 'writersofinstagram', 'writingcommunity', 'writing', 'writer', 'timeheals', 'poetry', 'poetrycommunity']"
2019-04-17 23:09:56,Watching breakthrough #breakthrough #aloneinthemovies,0,0,"['breakthrough', 'aloneinthemovies']"
2019-04-17 23:08:32,"We have been apologizing since the dawn of time! It’s time for a new era, new paradigm, new woman! No more self shaming and making self smaller or limiting yourself from having the lover, job or opportunity you want. This past Sunday we created magic with our Unapologetically Woman Intensive! The intensive is now up in our shop, link in bio, and we cannot urge you enough to join us in freeing yourself and the collective from hundreds of years of bondage, beliefs and sooooo much more! #nomomfail #nomoremommymartyrs #selflove #women #womensrights #equality #transformation #findingyourpower #newearth #newparadigm #moms #healing #breakthrough #unapologetic",17,1,"['nomomfail', 'nomoremommymartyrs', 'selflove', 'women', 'womensrights', 'equality', 'transformation', 'findingyourpower', 'newearth', 'newparadigm', 'moms', 'healing', 'breakthrough', 'unapologetic']"
2019-04-17 23:09:20,".
O father, o satan, o sun
Let the children come to thee
Behold the morning star
#fallenangel #morningstar #hailsatan #666 #behemoth",6,0,"['fallenangel', 'morningstar', 'hailsatan', '666', 'behemoth']"
2019-04-17 23:00:03,... #666 #baphomet #black #blackmagic #blasphemy #beast #cult #dark #darkfeed #darkhumor #darklord #darkness #demon #devil #gore #hailsatan #hell #horror #infernal #instasatan #lucifer #macabre #occult #pain #satan #satanic #satanist #scary #witchcraft,4,0,"['666', 'baphomet', 'black', 'blackmagic', 'blasphemy', 'beast', 'cult', 'dark', 'darkfeed', 'darkhumor', 'darklord', 'darkness', 'demon', 'devil', 'gore', 'hailsatan', 'hell', 'horror', 'infernal', 'instasatan', 'lucifer', 'macabre', 'occult', 'pain', 'satan', 'satanic', 'satanist', 'scary', 'witchcraft']"
2019-04-17 22:55:58,"Posted @withrepost • @blackness_clothing New designs are coming soon...
• DARK ART & CUSTOM DESIGNS
🔥The Sigil of Luzifer 🔥
• coming soon ... • Shop Link in bio • Make sure you follow @blackness_clothing for more unique and custom designs!
•
•
•
•
•
•
 #blacknessclothing #gothic #goth
#gothgothgoth #darkart #gothgoth #blackmetalart #luzifer #sigilofbaphomet #heavymetal 
#sigil #gothstyle #gothicvampire #gothicstyle 
#blackmetal #blackmetalgirls #baphomet #satanic #hailsatan #metalheads 
#occultart #occultism #occultfashion #alternativefashion 
#darkfashion #goths #devilworship #occultclothing #satanicart",10,2,"['blacknessclothing', 'gothic', 'goth', 'gothgothgoth', 'darkart', 'gothgoth', 'blackmetalart', 'luzifer', 'sigilofbaphomet', 'heavymetal', 'sigil', 'gothstyle', 'gothicvampire', 'gothicstyle', 'blackmetal', 'blackmetalgirls', 'baphomet', 'satanic', 'hailsatan', 'metalheads', 'occultart', 'occultism', 'occultfashion', 'alternativefashion', 'darkfashion', 'goths', 'devilworship', 'occultclothing', 'satanicart']"
2019-04-17 22:55:55,"PLEASE CUT MY HEAD OFF 😀 - I'M NOT LIKE YOU-- It's Day 17 of #30DaysofBandTees - It's hawt as shit here in FL so decided to wear my Crazy and the Brains tank. They're a pretty dope band from New Jersey that mixes a sorta street punk/ alt rock sound with a healthy dash of xylophone. Which anyone who knows me knows I love the fuck outta some well placed xylophone. This band was added to the list of reasons to move to Jersey when I saw them play with LoC a few months back. Not a single soul at work said a thing about Satanic Mickey, so that was pretty neat. #CrazyandtheBrains #NewJerseyPunk #HailSatan",3,2,"['30daysofbandtees', 'crazyandthebrains', 'newjerseypunk', 'hailsatan']"
2019-04-17 22:53:34,"Weird Wednesday .
.
.
.
.
.
.
.
#stayweird #strangesoul #staystrange #ilovetheweird #demonfriend #hailsatan #skullsandbones #fossils",1,0,"['stayweird', 'strangesoul', 'staystrange', 'ilovetheweird', 'demonfriend', 'hailsatan', 'skullsandbones', 'fossils']"
2019-04-17 21:36:17,so gorgeous😍✨♥️ @lilyjamesofficial •••••••••••••••••••••••••••••••••••••••••••••#lilyjames #ppz #ppzmovie #guernseyliteraryandpotatopeelpiesociety #babydriver #warandpeace #theexception #downtonabbey #mammamia #mammamiahwga #yesterdaymovie #fastgirls #thedarkesthour #cinderella #donnasheridan #debora #explorepage #natasharostova #miekedejong #ladyrosemacclare #julietashton #romeoandjuliet #allabouteve #littlewoods,41,1,"['lilyjames', 'ppz', 'ppzmovie', 'guernseyliteraryandpotatopeelp', 'babydriver', 'warandpeace', 'theexception', 'downtonabbey', 'mammamia', 'mammamiahwga', 'yesterdaymovie', 'fastgirls', 'thedarkesthour', 'cinderella', 'donnasheridan', 'debora', 'explorepage', 'natasharostova', 'miekedejong', 'ladyrosemacclare', 'julietashton', 'romeoandjuliet', 'allabouteve', 'littlewoods']"
2019-04-17 20:05:10,"Critics are calling LITTLE WOODS ""a stunning piece of cinematic artwork."" Experience it here starting Friday + we've got a Q&A Friday (4/19) following the 5:15pm show with Producer Rachel Fung! Tickets/info @ angelikafilmcenter.com! 
#movie #movies #movienight #film #cinema #cinephile #friday #weekend #littlewoods #holidayweekend #easterweekend #certifiedfresh",11,0,"['movie', 'movies', 'movienight', 'film', 'cinema', 'cinephile', 'friday', 'weekend', 'littlewoods', 'holidayweekend', 'easterweekend', 'certifiedfresh']"
2019-04-17 19:48:35,"How fab does @justjoannesjourneys look in this stunning skirt from V by Very @littlewoodsirl, this beauty is on an amazing weight loss journey and it's her first time wearing a skirt in a very long time, u should be so proud of yourself Joanne 💖. Its stunning on u. 
#littlewoods #casualstyle #styletips #skirt #weightlosstransformation #styleonabudget #fashionforall #fashionbloggerstyle #bargainbuy #bargainfinds #casualstyle",82,9,"['littlewoods', 'casualstyle', 'styletips', 'skirt', 'weightlosstransformation', 'styleonabudget', 'fashionforall', 'fashionbloggerstyle', 'bargainbuy', 'bargainfinds', 'casualstyle']"
2019-04-17 19:19:48,"Very proud to be an EP along with my Water’s End team! Go see it. Repost from @littlewoodsfilm using @RepostRegramApp - “Marks a stunning debut from writer-director Nia DaCosta.” - Cultured Vultures

#LittleWoods is now premiering in even more theaters THIS FRIDAY.  Get your tickets for a city near you: littlewoodsmovie.com
#watersendprod #plannedparenthood 
#womeninfilm #femalefilmmakers #femaledirector #indiefilmmaking #indiefilmmaker #tribecafilmfestival #niadacosta #lilyjames #tessathompson #film #movies #newmovies #comingsoon #refinery29 #womenbehindthecamera #firsttimedirector #acclaim #filmreview #femalefilmmakerfriday #femalefilmmaker #aprilmovies #drama #dramafilm #criticschoice #intheaters #moviepremiere",44,3,"['littlewoods', 'watersendprod', 'plannedparenthood', 'womeninfilm', 'femalefilmmakers', 'femaledirector', 'indiefilmmaking', 'indiefilmmaker', 'tribecafilmfestival', 'niadacosta', 'lilyjames', 'tessathompson', 'film', 'movies', 'newmovies', 'comingsoon', 'refinery29', 'womenbehindthecamera', 'firsttimedirector', 'acclaim', 'filmreview', 'femalefilmmakerfriday', 'femalefilmmaker', 'aprilmovies', 'drama', 'dramafilm', 'criticschoice', 'intheaters', 'moviepremiere']"
2019-04-17 19:03:52,"Screencap redraw from the trailer for @littlewoodsfilm directed by @niafromthecoast

#screencapredraw #littlewoodsfilm #littlewoods #tessathompson #lilyjames #niadecosta #traditionalart",7,0,"['screencapredraw', 'littlewoodsfilm', 'littlewoods', 'tessathompson', 'lilyjames', 'niadecosta', 'traditionalart']"
2019-04-17 18:56:22,"When he's cute but weird and you know he's a little rough around the edges. But. He still perf 2 u. ""High on the Hog"" hits theaters THIS WEEKEND! Check out the perf Sid Haig, Joe Estevez and Robert Z'Dar!

Click below for tickets and stuff! :
https://arenascreen.com/

#sidhaig #robertzdar #jesseboyd #joeestevez #adamshalzi #highonthehog",4,0,"['sidhaig', 'robertzdar', 'jesseboyd', 'joeestevez', 'adamshalzi', 'highonthehog']"
2019-04-17 14:10:05,Come on into The Pickled Pig for a delicious “Pulled Pork Sandwich” our “Sandwich of The Week” this week!! #highonthehog #livesimpleeatwell #downtownsmithsfalls,8,0,"['highonthehog', 'livesimpleeatwell', 'downtownsmithsfalls']"
2019-04-17 13:54:13,Come on in to The Pickled Pig for a delicious Pulled Pork Sandwich!! Our “Sandwich of The Week” this week! #highonthehog #livesimpleeatwell #downtownsmithsfalls,6,0,"['highonthehog', 'livesimpleeatwell', 'downtownsmithsfalls']"
2019-04-17 13:54:10,Come on in to The Pickled Pig for a delicious Pulled Pork Sandwich!! Our “Sandwich of The Week” this week! #highonthehog #livesimpleeatwell #downtownsmithsfalls,8,0,"['highonthehog', 'livesimpleeatwell', 'downtownsmithsfalls']"
2019-04-16 23:31:52,"from @highonthehogpei — 📣 We’ve entered the FedEx small business grant contest and need your help! 🆘 —
Winning this contest would allow us to expand in more ways than one. We could purchase a second smoker and hire some new friendly faces... think about it... this means we could attend MORE events all season long, which means WAY MORE opportunities to satisfy those pulled pork cravings! 😛
—
We would also love to make some high quality High on the Hog apparel available for purchase...you’d never lose your group in a crowd again if you’re wearing our signature bright orange!🧡
— 
The possibilities are endless, but to get there we need your vote! 🗳 Everyone can vote once every 24 hrs until May 30th when the top 75 finalists will be shortlisted! —
Use the link in our bio to read all about us and cast your vote! https://ca.smallbusinessgrant.fedex.com/en-ca/home/detail/df8e70d6-8bc5-43d2-b9b2-a971d54b558a#/gallery/detail/df8e70d6-8bc5-43d2-b9b2-a971d54b558a

#eastcoast #fedex #smallbusiness #eatlocal #noisepei #cbcpei #smokedbbq #bbq #peifoodies #summerside #charlottetown #princeedwardisland #highonthehog",50,1,"['eastcoast', 'fedex', 'smallbusiness', 'eatlocal', 'noisepei', 'cbcpei', 'smokedbbq', 'bbq', 'peifoodies', 'summerside', 'charlottetown', 'princeedwardisland', 'highonthehog']"
2019-04-17 23:16:53,This Easter Bunny creeped me out! Happy early Easter! #easter #scary #petsematary #petsmartparties #petsmart #dogsofinstagram #dogs #husky #pomeranian,1,0,"['easter', 'scary', 'petsematary', 'petsmartparties', 'petsmart', 'dogsofinstagram', 'dogs', 'husky', 'pomeranian']"
2019-04-17 23:16:06,Meet the newest member of the horror POP family. Gage and Church. Now I just need someone to take me to see the new movie #funkopop #horror #horrorfreak #petsematary,2,0,"['funkopop', 'horror', 'horrorfreak', 'petsematary']"
2019-04-17 23:11:48,"I don’t know who made this, but thank you @adamstilwelll for finding it! #petsematary #humpday #wednesday",8,0,"['petsematary', 'humpday', 'wednesday']"
2019-04-17 23:11:03,Getting settled into my new cubicle. My Starcrawler fan appreciation now has the spots that were empty filled 🥳 #Starcrawler #Petsematary #Hollywoodending #Shegetsaround #Tanktop 🥰,0,0,"['starcrawler', 'petsematary', 'hollywoodending', 'shegetsaround', 'tanktop']"
2019-04-17 23:07:54,"Bought another book, safe to say I've got problems 😉📚 .  #bookgram #bookaddict #bookstagram #bookgram #reading #booknerd #bibliophile #bookstagrammer #bookobsessed #igbooks #bookish #bookworm #reader #instabook #stephenking #petsematary #newbook #bookphotography #readersofinstagram #booksofinstagram #potd",8,1,"['bookgram', 'bookaddict', 'bookstagram', 'bookgram', 'reading', 'booknerd', 'bibliophile', 'bookstagrammer', 'bookobsessed', 'igbooks', 'bookish', 'bookworm', 'reader', 'instabook', 'stephenking', 'petsematary', 'newbook', 'bookphotography', 'readersofinstagram', 'booksofinstagram', 'potd']"
2019-04-17 23:17:29,"Swipe 👉👉
Christian Dior Sneakers ⚫#33 ,000(Naira) 
Whatsapp📱 +2348104359793
📞 +2348102956764
Delivery in Lagos: 12-16hrs (Pay on Delivery *T&C Applied) 
Delivery outside Lagos: 2-3days (Payment Validates) 
#topnotch_wears #hustlersquare #timepiece #sneakers  #mall #shopnow #luxury #life #bbnaija #billionaire #sneakerhead #follow #update #konga #lekki #nigerianwedding #festac #lifestyle #african #bhfyp #UK #US  #mensfashion  #nollywood #asoebi #entrepreneur #instagram #naijawedding #lagosshoes",0,0,"['33', 'topnotch_wears', 'hustlersquare', 'timepiece', 'sneakers', 'mall', 'shopnow', 'luxury', 'life', 'bbnaija', 'billionaire', 'sneakerhead', 'follow', 'update', 'konga', 'lekki', 'nigerianwedding', 'festac', 'lifestyle', 'african', 'bhfyp', 'uk', 'us', 'mensfashion', 'nollywood', 'asoebi', 'entrepreneur', 'instagram', 'naijawedding', 'lagosshoes']"
2019-04-17 23:16:58,"FACT! Never miss a workout, more than 3 day in a row! There is a saying everyone post “ You can’t get the butt you want, by sitting on it! “ - everyone on Instagram.  This is true! Get to the gym and get your workout in! You got this! WORK HARD THINK BIG! 💪🤔💯 #workhardthinkbig #US #Fitspo #Fitfam #beards  #GymLife #Legday #NoPainNoGain #FitLife #GetStrong #Workout #nevergiveup #ChestDay #SeenOnMyRun #TrainHard #Gains #Strengthtraining #Physiquefreak #Fitness #Bodybuilding #Yoga #CrossFit #FitFluential  #fitnessguys #Flexfriday  #Sundayrunday  #Instarunners #Gym #cheatdeathnotsets",3,0,"['workhardthinkbig', 'us', 'fitspo', 'fitfam', 'beards', 'gymlife', 'legday', 'nopainnogain', 'fitlife', 'getstrong', 'workout', 'nevergiveup', 'chestday', 'seenonmyrun', 'trainhard', 'gains', 'strengthtraining', 'physiquefreak', 'fitness', 'bodybuilding', 'yoga', 'crossfit', 'fitfluential', 'fitnessguys', 'flexfriday', 'sundayrunday', 'instarunners', 'gym', 'cheatdeathnotsets']"
2019-04-17 23:16:28,"MAU PENGHASILAN 350RB-2JT PERHARINYA SEPERTI BELIAU?
Ketik ""FIX JOIN"" ya 😉
.
Apakah anda termasuk kriteria dibawah ini?
👉 Pelajar/mahasiswa yg ingin punya tambahan uang saku?
👉 Lulus kuliah bingung cari kerja?
👉 Sudah lama menganggur dan belum juga bekerja?
👉 Pegawai/karyawan dg gaji pas2an?
👉 IRT yg ingin punya penghasilan tambahan tanpa ninggalin anak dirumah?
👉  SUDAH CAPEK MENCOBA BERBAGAI BISNIS ONLINE TAPI TIDAK ADA HASIL?
.
Kamu bisa hasilkan PULUHAN JUTA di bisnis ini dari hasil OLSHOP dan RESELLER FILE DATABASE, ikuti arahan dan bimbingan saya dengan benar Insya Allah ANTI GAGAL 👍
.
Mau tau caranya? Chat 👇
WA : 085320136328
.
#bisnisonline #bisnisbooming #bisnissampingan #bisnissambilan #kerjasambilan #kerjasampingan #carikerja #loker #lowongankerja #shareloker #infoloker #lokerindonesia #lokerbumn #bisnisjutawan #me #food #kuliner #selfie #us #foodhunter #kediriku #kedirilagi #kedirikekinian #slgkediri #bisnisirt #bisniscerdas #caracepatkaya #love #ootdhijab #hijabhitsindo",0,0,"['bisnisonline', 'bisnisbooming', 'bisnissampingan', 'bisnissambilan', 'kerjasambilan', 'kerjasampingan', 'carikerja', 'loker', 'lowongankerja', 'shareloker', 'infoloker', 'lokerindonesia', 'lokerbumn', 'bisnisjutawan', 'me', 'food', 'kuliner', 'selfie', 'us', 'foodhunter', 'kediriku', 'kedirilagi', 'kedirikekinian', 'slgkediri', 'bisnisirt', 'bisniscerdas', 'caracepatkaya', 'love', 'ootdhijab', 'hijabhitsindo']"
2019-04-17 23:16:27,"Well.... a toddler napping at 4pm.... #NotAGoodLook but at least she looks peaceful lol... (I'll be waking her in T minus 7 minutes with her soon to be grumpy self 😂)
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#us #usie #selfie #momlife #mommyandme #cuddles #naptime #nottoolong #wakeywakey #peaceful #myworld #mygirls #mybabies #daughters #sisters #family #blessed #l4l #likesforlikes #instagood #instapost #happy #mommyhood",2,0,"['notagoodlook', 'us', 'usie', 'selfie', 'momlife', 'mommyandme', 'cuddles', 'naptime', 'nottoolong', 'wakeywakey', 'peaceful', 'myworld', 'mygirls', 'mybabies', 'daughters', 'sisters', 'family', 'blessed', 'l4l', 'likesforlikes', 'instagood', 'instapost', 'happy', 'mommyhood']"
2019-04-17 23:16:22,Greetings from Palma 💋🥰 I love us ❤️ #happy #happiness #palma #palmademallorca #us #love #spain🇪🇸,0,0,"['happy', 'happiness', 'palma', 'palmademallorca', 'us', 'love', 'spain']"
2019-04-17 22:40:09,FaceTimeing with the author of this amazing book. #thebestofenemies #oshagraydavidson #bookclub #wisconsinlife,1,0,"['thebestofenemies', 'oshagraydavidson', 'bookclub', 'wisconsinlife']"
2019-04-17 22:21:49,Posted @withrepost • @thebestofenemies Get tickets for #TheBestOfEnemies – now playing in theaters.,27,0,['thebestofenemies']
2019-04-17 22:17:24,"Tinsel & Tine #MiniMovieReview  via Emma Tramble BEST OF ENEMIES - ...At the end of the film, people were clapping. My emotions moved from being mildly inspired to disappointed to furious. In typical Hollywood fashion, this movie manages to make the white man the real star of the film. They re-fashion the KKK into a group that only terrorizes white people. The black people, especially Taraji P. Henson's character, become backdrops for the white character's story. The black folks are never fleshed out and made to be fully realized people who are standing up for justice. If you do choose to see this travesty of nonsense, guard your mind. This film will lull you into thinking that racism wasn't that bad in a southern town in 1971, even though the Klan had a huge presence and was part of every governmental agency.🤬- Emma Trabmble

T&T: I will say The Best of Enemies in terms of storytelling and movie making, is well put together, you feel engaged and moved. It's just that you thought you'd feel emotionally invested in Taraji's character, Ann Atwater and instead it's Sam Rockwell's character, C.P. Ellis, which of course is conflicting, as I've never cared about a Klansman before... #MarvelousMovieMaven @thebestofenemies #TheBestOfEnemies #TarajiPHenson #SamRockwell",3,0,"['minimoviereview', 'marvelousmoviemaven', 'thebestofenemies', 'tarajiphenson', 'samrockwell']"
2019-04-17 19:00:16,Get tickets for #TheBestOfEnemies – now playing in theaters. Link in Bio.,47,0,['thebestofenemies']
2019-04-17 18:38:04,"I'm glad movies like The Best of Enemies exist. I never knew of a story like this (real talk, schools don't really teach much of anything related to racism due to budget cuts, uncomfortable topic & revisionism). I am glad that I did see it. For a decade, civil rights activist, Ann Atwater (played by Taraji P Henson) & Ku Klux Klan leader C.P. Ellis (Saw Rockwell) agree to co-chair a two-week meeting to vote on the desegregation of schools in Durham, North Carolina. I could give y'all a deeper historical background on the matter, but this is Instagram, not The Smithsonian. In any case, what I enjoyed about this movie, is how it doesn't BS around racism. No overbearing stories from white folks saying ""they don't see color"" or ""one human race"". The focus is mostly on the events of that era. Sam Rockwell continues his run of great acting performances playing Ellis. Taraji, I thought, was really good, as well. Bruce McGill is really good playing as Carvie Oldham. His character is one of the more insidious ones in the film. West Bentley is solid. I will say that makeup department didn't do Henson any favors with her costume while playing Atwater. She looked uncomfortable, at times, playing this person. I don't know how the real Ann Atwater walked, but it looked odd in spots. This movie may require you to do some reading on these people. It couldn't hurt. I've seen the mixed reviews, so I guess I understand some of the complaints, but I thoroughly enjoyed this movie. It felt real, impactful & it's genuine.  #TheBestofEnemies #wandererfilmreviews #tarajiphenson #samrockwell 
4.5 out of 5",10,0,"['thebestofenemies', 'wandererfilmreviews', 'tarajiphenson', 'samrockwell']"
2019-04-17 22:31:30,"""Aries"" the ram.  3""×3"" collagraph print.
.
.
.
While counting prints to be signed and numbered I realized that I had yet to print Aries. (Back in January I had only run these through the proofing stage.) I happened to come up with the concept to print all of the zodiac signs during their actual dates starting with ""Taurus"" the bull.  So here, a year later, the project comes to an end.  It's surprisingly ironic to finish at the beginning -- closing the circle at the start of a new cycle. (Aries is the first sign of the zodiac.) I love when unplanned events hold a hidden symbolic significance.  I couldn't have planned it any better.  What a trip it's been. ♉♊♋♌♍♎♏♐♑♒♓♈
.
.
.
.
.
#fineart #printmaking #collagraph #print #conceptualart #bigideas #planned #unplanned #ironic #irony #cycle #circle #zodiac #sign #symbol #glyph #aries #architype #minimalism #limitededition #cotton #ink #oil #year #procession #whatalongstragetripitsbeen #happening #meditation #learning #perpetualstudent",12,0,"['fineart', 'printmaking', 'collagraph', 'print', 'conceptualart', 'bigideas', 'planned', 'unplanned', 'ironic', 'irony', 'cycle', 'circle', 'zodiac', 'sign', 'symbol', 'glyph', 'aries', 'architype', 'minimalism', 'limitededition', 'cotton', 'ink', 'oil', 'year', 'procession', 'whatalongstragetripitsbeen', 'happening', 'meditation', 'learning', 'perpetualstudent']"
2019-04-17 22:27:00,"The Main Gate. 1 out of the 14 gates #travel #vscocam #morocco #fez #oldest #largest #medina #12thcentury #daytrip #unplanned
Credits @khalisnasir #huaweip30pro",12,0,"['travel', 'vscocam', 'morocco', 'fez', 'oldest', 'largest', 'medina', '12thcentury', 'daytrip', 'unplanned', 'huaweip30pro']"
2019-04-17 22:12:25,"I sell this pro-life design in stickers/decals and tshirts! Stickers are only $5, and tshirts are only $25. Free shipping! DM me if you're interested!

#prolife #chooselife #AliveFromNewYork #focusonthefamily @focusonthefamily @prolifeabbyjohnson @letthemliveorg @i.am.prolife @prolifewi @nationalrighttolife @wisrtl #righttolife #conservative #christian #values #unplanned @unplannedmovie",3,0,"['prolife', 'chooselife', 'alivefromnewyork', 'focusonthefamily', 'righttolife', 'conservative', 'christian', 'values', 'unplanned']"
2019-04-17 22:01:50,"Share this short clip from our president @JohnStemberger to invite your friends to attend our 14th Annual Policy Awards Fundraising Dinner featuring the real Abby Johnson Saturday, May 11th in Orlando!⠀
⠀
You do not want to miss this exciting opportunity to hear her story firsthand and what she is doing now to help other abortion workers leave the industry!⠀
⠀
You can reserve your seat now at the dinner link in our bio or learn more about Abby's story!⠀",10,1,[]
2019-04-17 21:55:32,I would take a slice of cake right now.... #babydos #36weekspregnant #almostthere #sameskirtthreeyearslater #unplanned,10,1,"['babydos', '36weekspregnant', 'almostthere', 'sameskirtthreeyearslater', 'unplanned']"
2019-04-17 22:39:49,"ł ĐØ₦’₮ ⱤⱠⱠɎ ₵₳ⱤɆ ł₣ ɎØɄ ₵ⱤɎ
damn evil hiccup is hot 🥵
•
•
ac: brb
cc: mine 
creds to artist
[seizure / trigger warning]",39,4,[]
2019-04-17 22:09:38,"PART thREEEEE is out!!
You guys enjoying the story so far?????
.
.
.
.
.
.
.
. Comment what you think!(please)
.
.
.
.
#httydfanfiction #httydfanfic #httydfandom #httydfanfics #howtotrainyourdragonfandom #howtotrainyourdragon #howtotrainyourdragonthehiddenworld",6,0,"['httydfanfiction', 'httydfanfic', 'httydfandom', 'httydfanfics', 'howtotrainyourdragonfandom', 'howtotrainyourdragon', 'howtotrainyourdragonthehiddenw']"
